"materia_id","materia_nome","sigla","assunto_id","hierarquia","nivel","nome"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11727","16.02.01.06","4","Do Lançamento do Imposto (art. 53 da Lei nº 6.379/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","17709","25.16.05","3","Do Lançamento do Imposto (arts. 17 a 20 da Lei Estadual nº 13.296/2008)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","13159","17.02.08","3","Do Lançamento, do Vencimento, do Pagamento e do Parcelamento (arts. 9º  a 12 da Lei Estadual nº 14.260/2003)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","14197","14.08.13","3","Do Lançamento e da Fiscalização (arts. 41 a 44 do RITCD-MG)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12191","26.10.05","3","Do Lançamento e do Pagamento do Imposto (arts. 12 a 18 do RITCMD-SC)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11819","05.06.09","3","Do Lançamento por Homologação e da Apuração do Imposto (arts. 93 a 104 do RICMS-AM)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11818","05.06.08","3","Do Local da Operação (arts. 91 e 92 do RICMS-AM)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12095","24.06.01.02","4","Do Local da Operação e da Prestação (art. 17 do RICMS-RR)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","13312","17.01.06","3","Do Local da Operação e da Prestação (art. 22 da Lei Estadual nº 11.580/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","17685","25.12.03.01.01","5","Do Local da Operação e da Prestação (art. 23 da Lei Estadual nº 6.374/1989)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11725","16.02.01.04","4","Do Local da Operação e da Prestação (art. 39 da Lei nº 6.379/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11982","09.03.01.11","4","Do Local da Operação e da Prestação (art. 44 da Lei Estadual nº 7.000/2001)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11869","06.04.01.04","4","Do Local da Operação e da Prestação (arts. 13 e 14 da Lei Estadual nº 7.014/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12013","15.45.01.06","4","Do Local da Operação e da Prestação (arts. 18 e 19 do RICMS-PA)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12234","27.02.05","3","Do Local da Operação ou Prestação (arts. 9º e 10 da Lei Estadual nº 3.796/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11802","03.09.06","3","Do Local da Prestação (art. 7º do RITCD-AL)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11787","03.02.07","3","Do Local de Operação e da Prestação (art. 30 da Lei Estadual nº 5.900/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","14154","14.06.03","3","Do Local, Forma, Prazo e Incentivo à Pontualidade (arts. 81 a 91-F do RICMS-MG)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11867","06.04.01.02","4","Do Momento da Ocorrência do Fato Gerador (art. 4º da Lei Estadual nº 7.014/1996)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12009","15.45.01.02","4","Do Momento da Ocorrência do Fato Gerador (arts. 2º a 4º do RICMS-PA)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","12182","26.11.07","3","Do Pagamento (arts. 10 a 13 do RIPVA-SC)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","11805","03.09.09","3","Do Pagamento (arts. 29 a 31 do RITCD-AL)"
"57","Legislação Tributária dos Estados e do Distrito Federal","LTEST","17672","25.12.07","3","Do Pagamento do Débito Fiscal (arts. 95 a 103 da Lei Estadual nº 6.374/1989)"
